Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter_2_68d30052		He only craved what many had, but was forbidden to have because of his own liking for the male build ... the all the curves and features of a male body, all of the symbolism and mundaneness of being a male and desiring men.	game/chapter-2.rpy	346	"[what]"
chapter_2_bfb2516e		A cool breeze washed over his body, giving the sensation of freshness after a bath. He had longed for that for days.	game/chapter-2.rpy	348	"[what]"
chapter_2_362e6ad6		Now to other nagging questions. {w}He thought of Luludân his love, and where was he, what he had done, what would happen to both of them.	game/chapter-2.rpy	349	"[what]"
chapter_2_0683f678		If only being by his side meant everything was going to be just fine...	game/chapter-2.rpy	350	"[what]"
chapter_2_20f1c022		On the horizon, just before the sun set to be replaced by the veil of night, a figure similar of Luludân stood up. {w}He was holding up his arm, waving his hand erratically, waiting to be noticed.	game/chapter-2.rpy	353	"[what]"
chapter_2_2ddbb68e		The crumbled mess between the two made things quite difficult, but once Nabisin managed to climb out of his little altar, he ran for the man he had craved, missed and desired for so long, not caring whether he was stepping on ground that could collapse and swallow him up.	game/chapter-2.rpy	354	"[what]"
chapter_2_9cdc73ca		Finally, a tearful Nabisin was met with the caring arms of Luludân.	game/chapter-2.rpy	355	"[what]"
chapter_2_99ac1cc4		Once their bodies met in sweet embrace, everything else became a blur. {w}Right now they couldn’t be separated, even by the strongest force in the universe, their love was boundless, especially now when they haven’t seen each other for days.	game/chapter-2.rpy	356	"[what]"
chapter_2_5c49298c		The wind settled down, the sun rested beyond the horizon, and they both cried upon each other’s arms.	game/chapter-2.rpy	357	"[what]"
chapter_2_85b939ae	n	“I-, {w}I missed you greatly.”	game/chapter-2.rpy	359	n "[what]"
chapter_2_bd4f042e		Sheepishly admitting to Luludân, Nabisin took hold of his muzzle analyzing each and every detail of his features.	game/chapter-2.rpy	360	"[what]"
chapter_2_b45c1d79		Soon they both kissed and caressed each other. {w}Luludân however moved his hand discretely. A few pillars shifted, raising them up above the ruins.	game/chapter-2.rpy	361	"[what]"
chapter_2_d0c6a222		As the night settled in, they cuddled until one of them broke the silence with a simple question.	game/chapter-2.rpy	362	"[what]"
chapter_2_b361750c	n	“Where do we go from here now?”	game/chapter-2.rpy	364	n "[what]"
chapter_2_f6b67926	l	“{cps=2}...{/cps}”	game/chapter-2.rpy	366	l "[what]"
chapter_2_efe228d8	l	“I know, its always been like this since we met, but there’s something I need to tell you...”	game/chapter-2.rpy	367	l "[what]"
prologue_5ff50973	nvlNar	Charred sand dotted the landscape, while heavy black clouds with countless bolts of lightning running throughout, striking the land and causing any remnant of the previous world to go up in flames.	game/prologue.rpy	6	nvlNar "[what]"
prologue_b271ae04	nvlNar	Darkness surrounded him, but he was used to this. {w}For thousands of years, even before the first man crawled from the mud, this was his existence.	game/prologue.rpy	7	nvlNar "[what]"
prologue_5238c4d3	nvlNar	Time was a construct he found no comfort in counting, for he didn’t experience things as mortals do. {w}Instead, in a cyclical manner, he could see everything before his very eyes, past, present, and future.	game/prologue.rpy	8	nvlNar "[what]"
prologue_3b0207ed	nvlNar	Having unraveled the mysteries of the material world, the Architects would never be able to track him down. {w}They gave him the power.	game/prologue.rpy	10	nvlNar "[what]"
prologue_5d7d7695	nvlNar	He could manipulate matter and its confines, bending reality to his whim.	game/prologue.rpy	11	nvlNar "[what]"
prologue_db2968ef	nvlNar	In spite of such great power, he felt incredibly saddened, for this was without limits. {w}His life was extended to fulfill a forgotten promise, but he no longer cared.	game/prologue.rpy	12	nvlNar "[what]"
prologue_ba9e2a29	nvlNar	His destiny was decided eons ago, set in stone by the Architect who once was his friend.	game/prologue.rpy	17	nvlNar "[what]"
prologue_6a6c16f7	nvlNar	Yet he ignored his own destiny, disrespected the elders, and broke the seal. {w}He released The Flame onto every animal.	game/prologue.rpy	18	nvlNar "[what]"
prologue_17d661cb	nvlNar	He wanted things to change because he already knew what would happen if he kept The Flame only to himself and the Architects, the gift to look up and tell to the stars who burnt without cease. 	game/prologue.rpy	19	nvlNar "[what]"
prologue_c30ce569	nvlNar	Without guidance, he went astray, trudging though another thousand years without a purpose to fulfill or work to occupy his emptyness. {w}He witnessed civilizations rise and fall.	game/prologue.rpy	20	nvlNar "[what]"
prologue_ecc730e3	nvlNar	Agriculture had been discovered by the mortals a few years prior to his arrival. {w}Finally, something new! The landscape sprang to life as they worked the soil, yet he felt almost nothing towards these little creatures.	game/prologue.rpy	22	nvlNar "[what]"
prologue_6729da38	nvlNar	He witnessed their resilience: They fought with all their might to survive pestilence, disasters, murder, and war.	game/prologue.rpy	23	nvlNar "[what]"
prologue_de993c66	nvlNar	Death was the barrier that separated the mortals of this world from what came after.	game/prologue.rpy	24	nvlNar "[what]"
prologue_1468c716	nvlNar	He once tried to dispel their suffering, but it only ended in chaos. {w}He was called a god, a demon, a monster, an angel, the Fire, and the Darkness.	game/prologue.rpy	26	nvlNar "[what]"
prologue_2dc1b87d	nvlNar	None of those titles ever felt right. He never cared for his name. {w}Existence itself was painful, even though he was unchanging and immortal.	game/prologue.rpy	27	nvlNar "[what]"
prologue_62cefb38	nvlNar	He saw the oceans dry, the mountains blown by wind, turning into sand, and mountains to take form yet again.	game/prologue.rpy	28	nvlNar "[what]"
prologue_74460a65	nvlNar	Yet he was moved by the determination of the many sentient beings below in the mud.	game/prologue.rpy	29	nvlNar "[what]"
prologue_3281ab83	nvlNar	They played and constructed buildings, to which they gave many purposes: houses for unknown figures, houses for goods, houses for sleep, amongst many other kinds.	game/prologue.rpy	31	nvlNar "[what]"
prologue_9e03d9ef	nvlNar	He finally began to see potential in them, though it soon gave way to disappointment for practicing so many vile things.	game/prologue.rpy	32	nvlNar "[what]"
prologue_3701426a	nvlNar	Slavery, unjust punishment, murder, infidelity and corruption.	game/prologue.rpy	33	nvlNar "[what]"
prologue_cd75baff	nvlNar	He could do nothing about it; direct interference would only reveal himself and make him easy prey for the Architects.	game/prologue.rpy	35	nvlNar "[what]"
prologue_d391069a	nvlNar	He despised being granted such immense, albeit useless power.	game/prologue.rpy	36	nvlNar "[what]"
prologue_d7a44e1a	nvlNar	In ages past, his mentor taught him the process of creating, administrating, archiving, and destroying all, from a grain of sand to entire galaxies.	game/prologue.rpy	37	nvlNar "[what]"
prologue_5c6c59a6	nvlNar	It was always the same process: create until there’s nothing left to make, oversee, legislate the order of the divine, record the failures and shortcomings of the mortals, then destroy all until nothing remains.	game/prologue.rpy	39	nvlNar "[what]"
prologue_d778fe48	nvlNar	The current world was born from the first Crack in the Shell; a second could bring instability and lead to ruin.	game/prologue.rpy	40	nvlNar "[what]"
prologue_d7ee799c	nvlNar	That’s why he was assigned this exceptional job, keep the second crack sealed. {w}Twice he had broken his sacred duty, breaking his vow. If it weren’t for other pressing matters, he would be much present in the lives of Earthlings.	game/prologue.rpy	41	nvlNar "[what]"
prologue_09eb0307	nvlNar	Despite everything, he chose to remain dormant.	game/prologue.rpy	43	nvlNar "[what]"
prologue_59696bc9	nvlNar	His disobedience delayed the cycle of awakening of the Sons of Light, and they rotted beneath the ground. {w}Their souls dispersed, and a new form of life emerged.	game/prologue.rpy	44	nvlNar "[what]"
prologue_20cac6e1	nvlNar	Though they possessed the souls of Sons, their forms assumed a beast-like appearance, and each had their own quirks.	game/prologue.rpy	45	nvlNar "[what]"
prologue_53bbf692	nvlNar	These were now his sons, not the Architects’. This was his own creation. {w}He changed the cycle for once. Now the eyes of the Architects would be upon him, but for once he didn’t care, and neither did his helpers.	game/prologue.rpy	47	nvlNar "[what]"
prologue_134d77ab	nvlNar	There were mere changes here and there; he was proud for once, but also disappointed.	game/prologue.rpy	49	nvlNar "[what]"
prologue_bd54269c	nvlNar	It all fell into the same script as before: violence, war, and treachery. He needed to interfere again.	game/prologue.rpy	50	nvlNar "[what]"
prologue_87a1895c	nvlNar	The eyes of the Architects were only a temporary measure. Eliminating them, separating the fabric of this reality and isolating it from their influence shouldn’t be too hard ...	game/prologue.rpy	51	nvlNar "[what]"
prologue_4e2ba88d	nvlNar	...	game/prologue.rpy	52	nvlNar "[what]"
prologue_74911220	nvlNar	The entire process as effortless. {w}He should be fine now; the Architects were forever locked out of here. Now, the real fun could begin.	game/prologue.rpy	53	nvlNar "[what]"
prologue_9253792d	nvlNar	Morals and ethics were not etched into his mind; he didn’t need those; they were mere concepts for mortals beyond his understanding. Maybe once his ethereal essence finally disintegrates, he could finally experience ever-elusive death.	game/prologue.rpy	55	nvlNar "[what]"
prologue_af6af48d	nvlNar	Now as an Architect as well, would experiencing death be a good thing? He questioned it no more. {w}He needed to take additional steps to put his plan into action.	game/prologue.rpy	56	nvlNar "[what]"
prologue_e2310b36	nvlNar	However, he couldn’t find anybody fit for the task at hand: to hold infinite power, to be able to rip apart galaxies, to know all the secrets of existence.	game/prologue.rpy	57	nvlNar "[what]"
prologue_5bb5d60f	nvlNar	Of course, he had already secured the future holder of this power. {w}It was imperative they wouldn’t break out of the confines of this plane and pierce through his barrier.	game/prologue.rpy	58	nvlNar "[what]"
prologue_9b87067c	nvlNar	Perhaps they could see into realms beyond this existence through a {i}{color=#e619b9}reflection{/color}{/i}. But there was no time to speculate.	game/prologue.rpy	59	nvlNar "[what]"
prologue_9d0253da	nvlNar	{cps=2}.......{/cps}	game/prologue.rpy	62	nvlNar "[what]"
prologue_fad31a06	nvlNar	By this time his sons' settlement was quietly growing into a massive city, perhaps the biggest Anthro settlement at this point in any cycle's history. {w}Yet he also witnessed once more the thing he truly despised, despite being mostly amoral.	game/prologue.rpy	63	nvlNar "[what]"
prologue_436b97a5	nvlNar	Enslaved people were seen right and left. All of them were hoofed. {w}They enslaved deer, goats, and even donkeys.	game/prologue.rpy	64	nvlNar "[what]"
prologue_0ef0658c	nvlNar	He was disgusted by this, to force a man to do forced work, even if it meant to pay off debt. {w}He was forced into his position, an all-powerful yet unwilling Watcher, and did not wish the same for his children.	game/prologue.rpy	66	nvlNar "[what]"
prologue_19cfeeda	nvlNar	There he finally noticed someone, around early childhood, serving in the household of a wealthy family.	game/prologue.rpy	70	nvlNar "[what]"
prologue_654046a3	nvlNar	He still had no name and could barely speak. {w}After all, why bother with a name for mere property?	game/prologue.rpy	71	nvlNar "[what]"
prologue_d4590cd5	nvlNar	The child cowered within the walls of the house, afraid of the massive world that stood out to him. {w}His owners, a family of cats, were away for awhile. {w}He spoke directly into the kid's skull to communicate more privately.	game/prologue.rpy	72	nvlNar "[what]"
prologue_43fda7a3	him	“Hey kiddo, I think I'd like to help you.”	game/prologue.rpy	76	him "[what]"
prologue_21be8ecd	kiddo	“Ah, who are you? Get out of my head!”	game/prologue.rpy	78	kiddo "[what]"
prologue_fdeeda71	him	“Oh, sorry, don’t be afraid! I just wanna talk to ya.”	game/prologue.rpy	80	him "[what]"
prologue_f392b6cb	him	“If you would rather speak face to face, just look for a more secluded space.”	game/prologue.rpy	81	him "[what]"
prologue_eded88b0	nvlNar	The kid almost cried from the sudden introduction of a new voice inside his brain.	game/prologue.rpy	82	nvlNar "[what]"
prologue_f9843c25	nvlNar	He had considered calling his parents, but he knew they would just ignore him like always. {w}After all, they had their duties to attend to.	game/prologue.rpy	84	nvlNar "[what]"
prologue_f7493555	nvlNar	When the child moved to a more secluded space of the house, “He” was already there expecting the kid.	game/prologue.rpy	85	nvlNar "[what]"
prologue_9b718b79	nvlNar	Somehow, the child recognized his appearance even though they had never met.	game/prologue.rpy	86	nvlNar "[what]"
prologue_d7e0d3fa	nvlNar	This would have seemed strange if he appeared as the Anthros, but “his” muzzle was flattened, almost box-like. {w}More importantly, his body had the appearance of a night sky, with stars fading in and out.	game/prologue.rpy	87	nvlNar "[what]"
prologue_e76de539	kiddo	“Are you one of the Dingir?”	game/prologue.rpy	90	kiddo "[what]"
prologue_fba31113	him	“{cps=2}...{/cps}”	game/prologue.rpy	92	him "[what]"
prologue_625fc89a	him	“My apologies, little one, but I don’t hold the to the concept you mortals usually have of labeling yourselves from the moment of birth.”	game/prologue.rpy	93	him "[what]"
prologue_64bfeeb8	him	“I once had a name, but now I go by none.”	game/prologue.rpy	94	him "[what]"
prologue_c2aea818	him	“Simply call me “He”, and we’ll be on the same page.”	game/prologue.rpy	95	him "[what]"
prologue_6e958d1d	kiddo	“You’re very strange, sir; I shouldn’t be here…”	game/prologue.rpy	97	kiddo "[what]"
prologue_dbd079c5	kiddo	“Mommy is going to be mad at me.”	game/prologue.rpy	99	kiddo "[what]"
prologue_2d3d398a	him	“Worry not. The purpose of this visit is to give you my power. We shall make a deal.”	game/prologue.rpy	101	him "[what]"
prologue_09a682d6	him	“I see a great brilliance in your future, little one, and with that, you shall observe over the creation and give this power good use.”	game/prologue.rpy	102	him "[what]"
prologue_9a3676eb	kiddo	“What you talking about? You're weird!”	game/prologue.rpy	104	kiddo "[what]"
prologue_0d4bd6ff	him	“Just know one thing, my time is not long at the moment. Don’t worry about the details, just follow your intuition and hold my hand.”	game/prologue.rpy	107	him "[what]"
prologue_e89d71e8	nvlNar	Though intimidated by the strange figure before him, the child felt a calmness wash over his body, and it settled deep within.	game/prologue.rpy	108	nvlNar "[what]"
prologue_5979c296	nvlNar	He didn’t see "him" as a threat or a friend, but perhaps it would be his means to get Pa and Ma out of debt and finally be free.	game/prologue.rpy	109	nvlNar "[what]"
prologue_4dc280d8	nvlNar	He would give anything to get away from that family of nasty cats, especially their horrible, entitled brat son who kept pulling on his growing antlers.	game/prologue.rpy	110	nvlNar "[what]"
prologue_dda9f415	nvlNar	He hated that little cat brat so much!	game/prologue.rpy	111	nvlNar "[what]"
prologue_f7e211ad	kiddo	“Deal.”	game/prologue.rpy	114	kiddo "[what]"
prologue_f0b335df	nvlNar	As the child put his hands forward, so did “him”. “His” hand had a kind of different warmth to it, smooth but also ethereal... {w}kind of like touching the night sky.	game/prologue.rpy	115	nvlNar "[what]"
prologue_43c9a5c2	nvlNar	He also felt a stinging sensation in his hands like something was piercing through his skin, but it was bearable enough that he continued holding “his” hand.	game/prologue.rpy	116	nvlNar "[what]"
prologue_5ae9323a	nvlNar	A small tingle started in “his” chest and went up to “his” shoulder and then onto “his” arm, down the elbow, meeting the child’s hand to be absorbed by the jovial boy.	game/prologue.rpy	117	nvlNar "[what]"
prologue_ab00fbbc	nvlNar	Once the ritual was done, “he” spoke up.	game/prologue.rpy	118	nvlNar "[what]"
prologue_036de451	him	“Doesn't it feel amazing? I still remember how that moment felt.”	game/prologue.rpy	121	him "[what]"
prologue_1f7db4ff	him	“I fully trust you, kiddo, bear this power for me, wield it wisely for all of us.”	game/prologue.rpy	122	him "[what]"
prologue_ae1f0b4e	him	“I know I may seem to be a completely unhinged person right now, but I’m actually{cps=1}...-{/cps}”	game/prologue.rpy	123	him "[what]"
prologue_502b4bd7	nvlNar	The figure started to dissipate ever so slightly, each star beginning to fade, being blown away from his body, evaporating into dust. {w}“He” collapsed on the floor, still trying to stand up.	game/prologue.rpy	124	nvlNar "[what]"
prologue_48c981be	kiddo	“Hey sir are you ok? I can get a healer for you quick.”	game/prologue.rpy	126	kiddo "[what]"
prologue_13c63333	him	“There’s no need for that, young one; I made this decision knowing the consequences.”	game/prologue.rpy	128	him "[what]"
prologue_4b9ad38d	him	“I’m going to be fine. {w}I’m not made of bone and flesh like you; my existence is a mere detail in the great scheme of things. {w}I have denied my existence in favor of changing things and breaking this accursed cycle.	game/prologue.rpy	130	him "[what]"
prologue_eea2a9c3	him	Unlike me, you shall not be bound by the decree of the Architects to watch and not interfere.”	game/prologue.rpy	131	him "[what]"
prologue_f504b536	him	“It is time I finally experience what you mortals call, dying.”	game/prologue.rpy	132	him "[what]"
prologue_6b09c3e9	him	“Promise me, use this gift to change things, otherwise my efforts had gone to fail. {w}I won't force you, but please be my acolyte, and as a master, I shall fully release you onto the wilderness.”	game/prologue.rpy	133	him "[what]"
prologue_17455a6a	kiddo	“What! {w}No, you cannot go; I know nothing what you have given me.”	game/prologue.rpy	136	kiddo "[what]"
prologue_054748cf	kiddo	“What am I even supposed to do?”	game/prologue.rpy	137	kiddo "[what]"
prologue_165fbc5a	nvlNar	Whimpering, the kid tried to quieten his senses and be reasonable, but he became increasingly susceptible to crying.	game/prologue.rpy	138	nvlNar "[what]"
prologue_f1b4864a	nvlNar	While he was well acquainted with pain, death was not something he was used to witnessing. {w}Tears soaked his fur, but even so, “he” had faded into the air.	game/prologue.rpy	139	nvlNar "[what]"
prologue_f5555077	nvlNar	Yet as the last shreds of "his" existence dissipated, the boy's emotions suddenly became controlled, as if they could be easily dealt with. {w}He had never been able to do that, but it was such an incredible feeling.	game/prologue.rpy	140	nvlNar "[what]"
prologue_c70b2a75	nvlNar	He nearly forgot what had just happened a moment ago.	game/prologue.rpy	142	nvlNar "[what]"
prologue_01d1afe8	nvlNar	No longer worried, he reverted to his regular childhood self and ignored all that had happened.	game/prologue.rpy	143	nvlNar "[what]"
prologue_07e24ef0	nvlNar	A week or two later, a tingling sensation spilling from his fingers made him realize that moment wasn't a dream. {w}It wasn’t a trick of his mind. {w}It was quite real.	game/prologue.rpy	144	nvlNar "[what]"
prologue_f9f332c7	nvlNar	Had “he” been a god among men, he didn’t know...	game/prologue.rpy	145	nvlNar "[what]"
prologue_31a06f39	nvlNar	But what he did is that he had a mission. {w}He just didn’t know where to begin.	game/prologue.rpy	146	nvlNar "[what]"
